,Unnamed: 0,qt_title,qt_content,ans_content
14,14,아두이노 RTC모듈을 이용해 워터펌프를 제어할라면 어떻게 코드를 수정해야 하나요?(내공500),"코드를 짜였는데 지정된 시간 되고나서도 워터펌프가 멈추지 않기 때문에 지정된 시간 이후에 워퍼펌프을 멈추라면  어떻게 수정해야 되는지 궁금하여서 질문드립니다.

#include <DS1302.h>

const int RST = 7;
const int DATA = 8;
const int CLOCK = 9;

int A1A = 10;
int A2B = 11;
int B1A = 5;
int B2B = 6;

DS1302 rtc(RST, DATA, CLOCK);

void setup()
{
  pinMode(A1A, OUTPUT);
  pinMode(A2B, OUTPUT);
  pinMode(B1A, OUTPUT);
  pinMode(B2B, OUTPUT);
  rtc.writeProtect(false);                                            
  rtc.halt(false);

   Time t(2023, 1, 22, 04, 47, 00, Time :: kSunday);
   rtc.time(t);

}

void loop() {

  Time t = rtc.time();
  if(t.min%30==0 && t.sec==0)
  {
       digitalWrite(A1A, HIGH);
    digitalWrite(B1A, HIGH);
       delay(40000);
    digitalWrite(A2B, LOW);
    digitalWrite(B2B, LOW);
    delay(1000);

  }
}

자세하게 알려주시면 감사하겠습니다.","RTC쪽은 써보지 않아서 모르겠고,그냥 모터 제어쪽 명령어가 문제입니다.상기 코드가 문제인데,처음에 A1A, B1A를 HIGH로 설정하고, 40초 뒤에A2B, B2B를 LOW로 설정합니다.A2B, B2B를 LOW로 바꾼다고 A1A, B1A도 LOW가 되는게 아닙니다.코드를 보아 모터드라이버를 이용하여 제언하는 것으로 추정되는데요,양측에 모든 핀의 제어 조건을 넣으셔야 합니다.아마 현재 코드로 작동하지 않다가 시간이 되어 작동을 시작을 하고 중단이 안되는 경우라면이런 코드로 바꾸면 될 것입니다.(이 경우 A2B, B2B는 항상 LOW인데, 아마 코드상에는 문제가 없겠죠....모터펌프니까 역회전할 이유도 없겠구요.)어쨌든 회로와 코드를 모두 다 살펴봐야 하겠지만,해당 모터 제어 명령부분에 이런 오류가 있기에 이 부분만 바꿔줘도 문제가 없을거라 여겨집니다."
15,15,초음파 센서를 몸 근처에 오래 두면 피로도에 영향이 가나요?,"아래 초음파 센서로 아두이노 공부 삼아 뭘 만들어보려고 하는데 갑자기 궁금해서요.

이 센서로 어떤 물체 감지하는 장치를 만들어서 몸에 부착하고 다닌다고 했을 때

장시간 부착하면 초음파로 인한 신체 피로도에 영향이 가나요?

그렇다면 과학적 근거를 알려주시면 매우 감사하겠습니다!","초음파 센서의 출력은 그리 높은 편은 아니고, 또한 직진성이 강해서 앞으로만 소리가 나옵니다 .따라서 앞면이 님의 몸쪽으로 가지 않는다면 별 상관없습니다 .만약 초음파 소리가 들린다면 그냥 앞쪽으로 삐~~삐 하는 소리가 나오는 것입니다 그정도의 소리크기로 사람몸에 영향을 주지는 않습니다 참고하세요. "
16,16,아두이노에 연결할 수 있는 미니 고속 피스톤(?)같은게 있을까요?,"피스톤 압력은 일반 기계식 키보드를 누를 수 있을 정도면 충분하고, 상하운동 속도나 타이밍 등을 사용자가 임의로 조정할 수 있게 하고 싶은데 그런 피스톤 같은게 있을까요?

상하운동 한번씩을 1회로 쳤을 때 피스톤 최대속도가 적어도 초당 6~7회까진 나왔으면 좋겠습니다.",솔레노이드 찾아보세요전자석으로 구동이 됩니다키보드의 특정 키 누르는 거라면아두이노 레오나르도 이용해서 키를 누르는걸 대신 하면 되구요다른 기기의 키 라면 솔레노이드 이용해야 할 것 같네요
17,17,유니테에서 아두이노로 시리얼 값 전송,"안녕하세요.

유니티 내부에서 키보드로 물체를 움직이다가 다른 물체와 충돌했을때 문자""S""라는 시리얼 데이터를 출력하여 아두이노에 보내고 아두이노는 Serial.read()하여 데이터 값을 읽고 만약 그 데이터가 ""S""이면 LED가 점등하도록 코드를 짰습니다.
하지만 충돌하였음에도 불구하고 LED가 점등하지 않습니다. 충돌시 Debug하여 ""충돌""했다는 문구를 나오게하여 코드 문제가 없는지 확인해보았는데요. 문제는 없는 것 같습니다. 그렇다면 유니티에서 아두이노로 시리얼 데이터 값을 보내는 함수를 따로 설정해야하는 건지 여쭤보고 싶습니다. 내공 200드릴게요!

<유니티 코드>

using System.Collections;
using System.Collections.Generic;
using UnityEngine;
using System.IO.Ports;

public class PlayerController : MonoBehaviour
{
    public Enum.PortNumber portNumber;
    public int baudRate = 9600;
    private SerialPort serialPort;

    void Start()  // 게임이 처음 시작될 때 1회 실행
    {
        serialPort = new SerialPort(portNumber.ToString(), baudRate, Parity.None, 8, StopBits.One);
        serialPort.Open();
    }

    void Update()

    {   //키보드로 물체 움직이기
        if (serialPort.IsOpen == false)
        {
            return;
        }

        else
        {
            float moveZ = Input.GetAxis(""Vertical"");

            float moveX = Input.GetAxis(""Horizontal"");

            transform.Translate(new Vector3(moveX, 0f, moveZ).normalized * 0.01f);
        }
    }

    public void OnTriggerEnter(Collider other)  //다른 물체와 충돌했을 때
    {
        Debug.Log(""충돌"");
        serialPort.WriteLine(""1"");  //S라는 데이터 출력
            }

}



<아두이노 코드>

void setup() {
  Serial.begin(9600);

  pinMode(3, OUTPUT);                          
}

void loop() {
  if(Serial.available())
  {
    char data=Serial.read();
        if(data==""1"")
     {
        digitalWrite(3,HIGH);
      }
      else
      {
        digitalWrite(3,LOW);
      }

  }
 
}",아두이노 코드에서 if(Serial.available())이건 무슨 조건을 말하고 싶은 건가요?
18,18,아두이노 센서 질문,"해리포터 지팡이를 만들 생각을 하는 중입니다. 어떤 부품을 써야 할지 고민중인데, 지팡이를 휘두를때 어느 방향으로 휘둘렀는지 파악할 센서가 필요합니다. 어느 센서가 좋을까요? 크기는 최대한 작으면 좋겠습니다!! 내공 70겁니다.","지자기 센서라고 검색하시면 나옵니다. 지자기 센서는 절대위치를 나타내기 때문에 봉을 흔들거나 하면 값의 변화가 옵니다. x, y, z값으로 3축입니다. 어느방향으로 얼마나 기울어진 채로 지팡이가 가리키고 있는 지 알 수 있습니다."
19,19,아두이노 질문,"LED 빛과 부저 소리와 같이 나와야 되는데 안 나오고있습나다.

부저 소리가 0.2초 나오고 0.1초 꺼짐을 반복 해야하고
LED 빛이 0.5초 켜지고나면 0.5초 꺼지게 반복 해야됨니다. 문제 점을 알려주세요


#include <Wire.h>
#include <math.h>

#define pinHead 3
#define LED 5
#define Buzzer 6

boolean checkFalling = false;
long ax = 0, ay = 0, az = 0;
long gx = 0, gy = 0, gz = 0;
long Asvm = 50000;
long Gsvm = 0;

int readPIn = 0;

void setup() {
  // put your setup code here, to run once:
  Wire.begin();         // I2C 통신 활성화 함수
  Serial.begin(9600);   // Serial 통신속도를 9600으로 설정 함수

  Wire.beginTransmission(0x68);   // 마스터에서 전송을 시작하기 위해 슬레이브의 주소 값을 지정
  Wire.write(0x6b);               // 통신을 통해 설정한 값을 전송
  Wire.write(0x0);                
  Wire.endTransmission();         // 전송이 완료됨을 선언

  pinMode(pinHead, INPUT);        // pinHead (3번 I/O Pin)을 INPUT으로 선언
  pinMode(LED, OUTPUT);
  pinMode(Buzzer, OUTPUT);

  digitalWrite(LED, LOW);         // LED에 5V를 차단
  digitalWrite(Buzzer, LOW);      // Buzzer에 5V 차단
  checkFalling = false;           // 변수 checkFalling을 false로 선언
}

void loop() {
  // put your main code here, to run repeatedly:
  getMPUData(); // MPU 에서 가속도 값 수집

  readPIn = digitalRead(pinHead); // pin 연결 확인
  if (readPIn == 1) {
    checkFalling = false;
  }
    long falling_thresh = 3000; // 추락감지 가속도 임계값
  if (Asvm < falling_thresh) {
    //추락
    Serial.println(""falling!!!!!"");
    checkFalling = true; 
  }

  if (checkFalling == true) { // 추락이 감지되었을때 LED, 부저 동작
    digitalWrite(Buzzer, HIGH);   // Buzeer 5V를 흘려주면 소리가 남
    delay(400);
    digitalWrite(Buzzer, LOW);    // Buzeer 5V를 차단하면 소리가 꺼짐
    delay(400);  
        digitalWrite(LED, HIGH);
    delay(250);     
    digitalWrite(LED, LOW);
    delay(250);
  } else if (checkFalling == false) { // 추락이 아닐때 부저 비동작
    digitalWrite(LED, LOW);           
    digitalWrite(Buzzer, LOW);
  }
}",주기를 조절해서 부저 주기와 LED 주기를 맞추면 동시에 제어하기 편합니다.
20,20,uint8_t자료형에 대한 질문입니다.,"아두이노와 라즈베리파이간에 시리얼통신을 하려합니다.

const uint8_t  bt1[6] = {0xff, 0x55, 0x10, 0xef, 0x00, 0xff};
const uint8_t* bt1_ptr = bt1;
아두이노에서 위의 형태로 값을 정의하고 

Serial1.write(bt1_ptr,6);
값을 송신합니다.


라즈베리파이에서 신호를 인식은 하는데, 형태가 잘못되었는지 어떤값인지 인식을 못하여 코드가 제대로 작동하지 않습니다.
라즈베리파이에서 조건문을 사용하려는데 어떤형식으로 받아야하나요?
해결책이나 예제코드 부탁드립니다.","uint8_t는 8비트 unsigned integer(부호 없는 정수) 자료형입니다. 이를 이용해 아두이노에서 라즈베리파이로 데이터를 송신하는 것은 올바른 방법입니다.해결책을 찾아보기 전에, 라즈베리파이에서 신호를 제대로 수신하는지 확인해보세요. 신호 수신 코드를 제대로 구현했는지, baud rate(속도)와 data format(데이터 형식)이 아두이노와 동일한지 확인해보세요.신호를 제대로 수신하는 경우, 라즈베리파이에서는 아래와 같은 코드를 사용하여 데이터를 수신할 수 있습니다.uint8_t received_data[6];Serial.read(received_data, 6);이 코드는 아두이노로부터 6바이트의 데이터를 수신하여, received_data 배열에 저장합니다. 이후에는 received_data 배열을 사용하여 데이터를 처리할 수 있습니다."
21,21,아두이노를 활용한 분광기 제작,"아두이노를 활용하여 분광기를 제작하는 프로젝트를 진행하려합니다.
스테핑 모터를 사용할 예정이라 현재 스테핑 모터와 다이오드만 구매하였는데 이제 어떤 아두이노 판을 구매하여야할지 잘 모르겠어 질문 올립니다.","몇개의 버튼, 몇개의 LED, 몇개의 센서 등을 사용할지를 다 파악 하여 사용할 만큼의 핀의 개수를 지닌 것을 사면 됩니다.pwm을 사용할 소자가 있다면 pwm핀을 몇개 가지고 있는 보드인지도 확인해봐야 합니다.추가로는 와이파이나 블루투스가 내장된 보드가 있습니다.배터리를 어떤 것을 사용하냐에 따라 5v와 3.3v의 전압을 가진 보드를 선택할 수 있고작품의 크기가 작아야 한다면 미니나 마이크로를 고려해볼 수도 있을겁니다.특정 제품을 추천한다면 특색은 없고 교육용으로 제일 널리 사용되는 우노를 일단 알려드리겠습니다"
22,22,아두이노 카메라 모듈 스탠드 추천이요!!,"제가 아두이노 케이스 부품 제작할 일이 생겼는데요 혹시 아두이노 케이스 부품 중 아두이노 카메라를 세우는 스탠드(카메라 틸트 같은 것) 따로 파는 곳이 있는지 그리고 만일 있다면 아래 해당 조건들을 충족할만한 제품이 있는지 추천받고 싶습니다.

원하는 제품 조건은 다음과 같습니다

사진에서 보시면 위 아두이노 카메라가 들어있는 케이스와 아래 커다란 본 아두이노 케이스가 따로 있는데 두 케이스를 연결할 수 있어야 하고 (2번째 사진 참고) 스탠드 중간 부분은 위아래로 움직일 수 있어야 합니다.(좌우까지 할 필요 없음)

사진에선 집게로 고정되어 있지만 꼭 집게가 들어간 제품이 아니어도 됩니다.

밑 부분이 삼각대 형태로 된 것도 생각해봤는데 해당 제품은 커다란 본 케이스랑 연결할 수 없어서 기각했습니다.

만일 알고 계신 정보가 있다면 주저하시 마시고 자유로운 답변 드리신다면 감사하겠습니다.","마음에 드는 카메라 스탠드를 구입하실수는 없을 겁니다.알리에서 찾아봤는데 별도로 카메라 스탠드는 못찼았고https://ko.aliexpress.com/item/1005004004820479.html 이런 정도의 스마트카에 움직이는 형태로 초음파센서와 함께 카메라가 달린 형태입니다.https://ko.aliexpress.com/item/692954479.html이런 형태의 서보모터에 부착되서 움직이게 만들게 됩니다.여기에 부착시킬 것은 별도로 아크릴에 도면을 그려서 인터넷에서 아크릴을 재단해주는 곳에 요청하면 됩니다.도면은 2D CAD 로 그리면 되고, 도면을 아크릴 레이저 절단해주는 곳에 넘기면 됩니다.https://ko.aliexpress.com/item/1005001456079617.html위 링크의 사진도 참고하시구요.https://ko.aliexpress.com/item/1005005127798265.html이건 로봇암인데 이거 참고하셔서 카메라 구동부를 만드시면 될것 같습니다. 이것 그냥 사신다음 말단부분만 카메라를 장착할 수 있게 개조하셔도 되구요."
23,23,이런 건 어떻게 만든것인지 궁금합니다.,"안녕하세요. 제가 문득 응원봉 원리가 궁금해서 커터칼로 스티로폼을 잘랐더니 발광 다이오드랑 초록색 ? 같은 판이 하나 들어있는데요.

버튼을 한번씩 누를때마다 불빛이 깜빡이는 주기가 바뀌는데, 아두이노처럼 초록색깔 판에다가 코드를 심어서 작동시키는 것인가요??? 어떻게 만든 것인지 개인적으로 궁금합니다!!",님이 올린 사진을 보면 녹색의 네모난 판이 보이죠. 그것을 PCB라고 합니다. IC나 부품들끼리 전기가 흐르도록 연결해주는 기판입니다 그리고 가운데 보면 흰색으로 뭔가를 도포해 놓은 것이 보이죠. 그것을 COB라고 합니다 .그 흰색 으로 도포된 밑에 MCU라는 IC가 들어가 있습니다 . 그 IC에서 Key를 인식하고 LED를 켜주고 하는 컨트롤 역할을 합니다 . 그런것에 흥미가 있다면 MCU 를 개발하는 것을 배워보세요. 아두이노같은 것이 대표적인 MCU입니다 .참고하세요.
24,24,이거뭔가여??,이거 아두이노하다가 찾은건데 무슨센서인가요??,모터인데 그 모터 심? 이랑 프로펠러가 안 끼워져 있는 것 같습니다모터 아니에요?
25,25,문자열에서 한 글자만 바꾸는 코딩이 가능한가요? 아두이노 C언어 질문,"안녕하세요 ^^

c언어 공부하고 있는 초보 입니다..

mp3플레이어를 만들고 있는데 특정 파일을 재생하려고 합니다.

문자열에서 한 글자만 바꾸는 코딩이 가능한가요?

DF1291S.playSpecFile(""/1.mp3"");

문자열에서 빨간색(숫자1)이 파일 이름인데
이 숫자를 증가시키는 코딩을 만들 수 있을까요?

DF1291S.playSpecFile(""/1.mp3"");
DF1291S.playSpecFile(""/2.mp3"");
DF1291S.playSpecFile(""/3.mp3"");
DF1291S.playSpecFile(""/4.mp3"");
DF1291S.playSpecFile(""/5.mp3"");
DF1291S.playSpecFile(""/6.mp3"");

 ","그냥 ""/""+num+"".mp3""이렇게 하면 됩니다. num이 변수입니다."
26,26,아두이노와 유니티 연동(mpu6050),"안녕하세요. 

아두이노에 있는 시리얼 데이터를 유니티에 넣고 물체를 움직이려 합니다.

다음과 같이 코드를 짜고 실행시켰는데 serial.open();이 작동되지 않아 다음과 같은 오류가 떴습니다.

버전은 2019버전이고 환경은 .Net.4x입니다.
또한 Output Text에 Default reference will only be applied in edit mode.라고 뜨는 이유도 알려주시면 감사하겠습니다. 하나라도 알고 계시는 분 있으시다면 알려주시면 감사합니다. 내공 200드릴게요!






<GyroscopeScript>입니다.

using System.Collections;
using System.Collections.Generic;
using UnityEngine;
using UnityEngine.UI;
using System.IO.Ports;

public class GyroscopeScript : MonoBehaviour
{
    public Enum.PortNumber portNumber;
    public int baudRate = 9600;
    public Text outputText;

    private SerialPort serialPort;

    public bool IsInit { get; set; }
    public float AngleX { get; set; }
    public float AngleY { get; set; }
    public float AngleZ { get; set; }

    GyroscopeScript()
    {
        IsInit = false;
    }

    ~GyroscopeScript()
    {
        serialPort.Close();
    }

    void Start()
    {
        serialPort = new SerialPort(portNumber.ToString(), baudRate, Parity.None, 8, StopBits.One);
        serialPort.Open();
        IsInit = false;
    }

    void Update()
    {
        if (serialPort.IsOpen == false)
            return;

        string serialData = serialPort.ReadLine();

        /* Debug */
        if (outputText != null)
        {
            outputText.text = ""ReadLine() : "";
            outputText.text += serialData;
        }

        Debug.Log(serialData);

        /* DataSet */
        string[] splitStr = serialData.Split(new char[] { ',' }, System.StringSplitOptions.RemoveEmptyEntries);
        if (splitStr.Length != 3)
            return;

        AngleX = -float.Parse(splitStr[1]);
        AngleY = -float.Parse(splitStr[2]);
        AngleZ = float.Parse(splitStr[0]);

        if (IsInit == false)
            IsInit = true;
    }
}

<CubeScript>입니다.

using System.Collections;
using System.Collections.Generic;
using UnityEngine;

public class CubeScript : MonoBehaviour
{
    public GyroscopeScript gyroscope;

    void Update()
    {
        if (gyroscope == null || gyroscope.IsInit == false)
            return;

        transform.eulerAngles = new Vector3(gyroscope.AngleX, gyroscope.AngleY, gyroscope.AngleZ);
    }
}

<Enum>입니다

using System.Collections;
using System.Collections.Generic;
using UnityEngine;

public class Enum : MonoBehaviour
{
    public enum PortNumber
    {
        COM1 = 0,
        COM2,
        COM3,
        COM4,
        COM5,
        COM6,
        COM7,
        COM8,
        COM9,
        COM10,
        COM11,
        COM12,
        COM13,
        COM14,
        COM15,
        COM16,
    }
}","코드를 보면 serialPort.Open();가 Start() 함수에서 실행되고 있습니다.하지만 Update() 함수에서 serialPort.IsOpen == false 일 때 return을 하고 있어 serialPort.Open();를 실행하지 않는 것 같습니다.또한, outputText에 Default reference will only be applied in edit mode.라는 오류가 나는 이유는 이 객체는 에디터 모드에서만 참조되는 것이라는 뜻입니다. 이 객체를 실제 사용하려면 실행되는 씬에서 참조해야 합니다.해결 방법으로는 Start() 함수에서 serialPort.Open();를 실행하는 것을 삭제하고 Update() 함수에서 serialPort.Open();를 실행하도록 하면 될 것 같습니다.outputText에 Default reference will only be applied in edit mode.라는 오류는 실행되는 씬에서 outputText를 참조하도록 하면 될 것입니다."
27,27,라즈베리파이 아두이노,"졸업작품으로 주차장 관련해서 제작할 예정인데 아두이노와 라즈베리파이 동시에 사용 가능한가요 ? 

차량번호 인식과 카메라 기능은 라즈베리로 구현하고 나머지 간단한 기능들은 아두이노로 할 생각인데 

이런 방식이 괜찮을지 아니면 한가지 보드로 진행해야 할지 고민입니다.. ","안녕하세요. 다이스랩입니다.아두이노와 라즈베리파이를 동시에 사용할 수 있습니다.차량 번호 인식 기능이 있는 주차장 작품을 만들 때는 아두이노와 라즈베리파이 둘 다 사용해도 되고, 라즈베리파이만 사용해도 가능합니다. 사용하기 편한 방법으로 하면 될 것 같습니다.다만 차량 번호 인식을 위해서는 라즈베리파이를 사용해야되기 때문에 아두이노만 사용하는 것은 불가능해 보입니다.라즈베리파이만 사용할 때는 번호 인식 기능을 opencv 등을 이용해서 구현하고 IO 핀을 이용해서 아두이노와 같은 디지털, 아날로그 입출력 기능을 사용할 수 있습니다.번호 인식 기능 외 기능을 아두이노를 이용해서 제작할 경우 라즈베리파이와 아두이노를 USB 또는 UART 통신 등으로 연결하면 됩니다. 이 부분이 번거로울 수 있기 때문에 가능하면 라즈베리파이 하나로 제작하는 것이 더 간단할 것 같습니다.더 궁금한 내용이나 연구개발/기술지원 등 도움이 필요하시면 저희 다이스랩으로 문의해주세요이메일, 카카오톡 편한 방법으로 연락주시면 됩니다.감사합니다."
